membership_id,first_name,last_name,email,mobile_no,date_of_birth,above_18,filename,badRecord,comments
"",Brandon,Bernard,Brandon_Bernard@pierce.com,392397,19620417,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1962/04/17> formatted as <1962-04-17> | email validation Success
"",Dan,Young,Dan_Young@smith.com,1156877,19980923,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <23-09-1998> formatted as <1998-09-23> | email validation Success
"",Jonathan,Nguyen,Jonathan_Nguyen@cooley.com,8036036,20091002,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2009/10/02> formatted as <2009-10-02> | email validation Success
"",Mary,Sandoval,Mary_Sandoval@gomez-baker.com,728007,19900505,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1990-05-05> formatted as <1990-05-05> | email validation Success
"",Bryan,Clark,Bryan_Clark@walsh-miles.com,60216,19500122,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <22-01-1950> formatted as <1950-01-22> | email validation Success
"",Tina,Weaver,Tina_Weaver@hoffman-clarke.info,47969919,19870325,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <25-03-1987> formatted as <1987-03-25> | email validation Failed
"",Joseph,Huynh,Joseph_Huynh@meyer.com,6006071,19650315,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <15-03-1965> formatted as <1965-03-15> | email validation Success
"",Kelly,Meyer,Kelly_Meyer@bennett.com,49126,20150730,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <07/30/2015> formatted as <2015-07-30> | email validation Success
"",Mary,Clark,Mary_Clark@kennedy-barker.net,130575,19500128,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <28-01-1950> formatted as <1950-01-28> | email validation Failed
"",Jonathan,Adams,Jonathan_Adams@brown-castro.info,46051,19910129,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1991-01-29> formatted as <1991-01-29> | email validation Failed
"",Jeremy,Henderson,Jeremy_Henderson@stanton.net,29156,19930130,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1993-01-30> formatted as <1993-01-30> | email validation Failed
"",Edward,King,Edward_King@bright.info,87986,19551218,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1955-12-18> formatted as <1955-12-18> | email validation Failed
"",Michael,Taylor,Michael_Taylor@hernandez-lamb.com,321063,20140208,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <02/08/2014> formatted as <2014-02-08> | email validation Success
"",James,House,James_House@chavez.biz,487995,19630516,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <16-05-1963> formatted as <1963-05-16> | email validation Success
"",Pamela,Kelley,Pamela_Kelley@mooney-williams.org,323007,19821125,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1982/11/25> formatted as <1982-11-25> | email validation Failed
"",Carolyn,Sanchez,Carolyn_Sanchez@cunningham.net,60183815,20111128,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <28-11-2011> formatted as <2011-11-28> | email validation Failed
"",Aaron,Gardner,Aaron_Gardner@briggs.com,2176889,20080127,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <27-01-2008> formatted as <2008-01-27> | email validation Success
"",Randall,Kemp,Randall_Kemp@jenkins.net,226959,19970924,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <24-09-1997> formatted as <1997-09-24> | email validation Failed
"",Kristen,Flores,Kristen_Flores@watkins.com,756093,19950328,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1995/03/28> formatted as <1995-03-28> | email validation Success
"",Robert,Wilson,Robert_Wilson@webster-cooper.com,371427,19580818,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1958-08-18> formatted as <1958-08-18> | email validation Success
"",John,Taylor,John_Taylor@jones.biz,93261,19820725,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <07/25/1982> formatted as <1982-07-25> | email validation Success
"",Misty,Mckinney,Misty_Mckinney@zimmerman.net,587367,19870426,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1987-04-26> formatted as <1987-04-26> | email validation Failed
"",Craig,Smith,Craig_Smith@anderson.com,33481,19780323,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <03/23/1978> formatted as <1978-03-23> | email validation Success
"",Brianna,Long,Brianna_Long@booth.net,88226,19940403,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1994/04/03> formatted as <1994-04-03> | email validation Failed
"",Ms,,Hailey_Fisher@diaz.com,258189,20180925,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2018-09-25> formatted as <2018-09-25> | email validation Success
"",Elizabeth,Cantrell,Elizabeth_Cantrell@hutchinson.com,78986,19510305,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <03-05-1951> formatted as <1951-03-05> | email validation Success
"",Jennifer,Ortiz,Jennifer_Ortiz@waters-cervantes.info,2347 6599,19810707,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <07/07/1981> formatted as <1981-07-07> | email validation Failed
"",Charles,Rose,Charles_Rose@walker.com,4900995,19551120,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1955/11/20> formatted as <1955-11-20> | email validation Success
"",James,Casey,James_Casey@morrison.info,1168350,19860728,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1986-07-28> formatted as <1986-07-28> | email validation Failed
"",Hector,Stanton,Hector_Stanton@baxter-rios.biz,78586,19630617,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <06/17/1963> formatted as <1963-06-17> | email validation Success
"",Dustin,Watkins,Dustin_Watkins@coleman.com,737823,20050609,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <06/09/2005> formatted as <2005-06-09> | email validation Success
"",Chloe,Pham,Chloe_Pham@porter.info,9514254,19570514,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <05/14/1957> formatted as <1957-05-14> | email validation Failed
"",Jordan,White,Jordan_White@sandoval.net,557379,19880915,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <15-09-1988> formatted as <1988-09-15> | email validation Failed
"",Melissa,Reese,Melissa_Reese@phillips.com,22241,19661220,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1966/12/20> formatted as <1966-12-20> | email validation Success
"",Gary,Taylor,Gary_Taylor@donaldson.com,49861,19940131,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <01/31/1994> formatted as <1994-01-31> | email validation Success
"",Michele,West,Michele_West@francis-stewart.info,594297,19640505,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <05/05/1964> formatted as <1964-05-05> | email validation Failed
"",Jennifer,Baker,Jennifer_Baker@mckinney.net,988317,19601001,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <10-01-1960> formatted as <1960-10-01> | email validation Failed
"",Andre,Brown,Andre_Brown@reed.biz,320577,19900206,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1990-02-06> formatted as <1990-02-06> | email validation Success
"",Joseph,Murphy,Joseph_Murphy@williams.com,21126,20110709,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <07/09/2011> formatted as <2011-07-09> | email validation Success
"",Cole,Harris,Cole_Harris@valdez.org,7598809,19620216,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <16-02-1962> formatted as <1962-02-16> | email validation Failed
"",Kimberly,Levy,Kimberly_Levy@montoya.org,935493,19581013,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <13-10-1958> formatted as <1958-10-13> | email validation Failed
"",Blake,Brown,Blake_Brown@george-kelly.net,3483 5327,19570615,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <06/15/1957> formatted as <1957-06-15> | email validation Failed
"",Brianna,Ford,Brianna_Ford@jenkins.com,419265,20040912,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <09-12-2004> formatted as <2004-09-12> | email validation Success
"",Bryan,Santiago,Bryan_Santiago@schneider-grimes.com,713793,19880123,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1988-01-23> formatted as <1988-01-23> | email validation Success
"",Michelle,Walker,Michelle_Walker@zavala-frey.com,289053,19870825,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1987/08/25> formatted as <1987-08-25> | email validation Success
"",David,Lewis,David_Lewis@davis-anderson.com,43571,19740306,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1974/03/06> formatted as <1974-03-06> | email validation Success
"",Molly,Henry,Molly_Henry@guzman.com,8235536,19740723,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1974-07-23> formatted as <1974-07-23> | email validation Success
"",Michaela,Sanchez,Michaela_Sanchez@fernandez.net,483513,19640723,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <23-07-1964> formatted as <1964-07-23> | email validation Failed
"",Samantha,Ramirez,Samantha_Ramirez@garcia-gay.com,5432722,19540209,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <02/09/1954> formatted as <1954-02-09> | email validation Success
"",Matthew,Kramer,Matthew_Kramer@martinez.com,3669289,19800809,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <08-09-1980> formatted as <1980-08-09> | email validation Success
"",Stephanie,Marquez,Stephanie_Marquez@le.info,643491,20070529,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <05/29/2007> formatted as <2007-05-29> | email validation Failed
"",Maria,Short,Maria_Short@le.com,37876,19890501,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1989-05-01> formatted as <1989-05-01> | email validation Success
"",Sandra,Hawkins,Sandra_Hawkins@wilson-little.com,1614656,20120419,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <04/19/2012> formatted as <2012-04-19> | email validation Success
"",James,Copeland,James_Copeland@steele.com,5070129,20160424,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2016/04/24> formatted as <2016-04-24> | email validation Success
"",Roberto,Chapman,Roberto_Chapman@anderson.com,62741,20111214,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <12/14/2011> formatted as <2011-12-14> | email validation Success
"",Douglas,Murphy,Douglas_Murphy@weaver.net,620229,20020112,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <01/12/2002> formatted as <2002-01-12> | email validation Failed
"",Lori,Chavez,Lori_Chavez@daniel.com,96146,19540930,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1954-09-30> formatted as <1954-09-30> | email validation Success
"",Cynthia,Weaver,Cynthia_Weaver@smith-castillo.net,387297,19590808,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <08/08/1959> formatted as <1959-08-08> | email validation Failed
"",Christopher,Charles,Christopher_Charles@sawyer.biz,59306,19570824,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1957/08/24> formatted as <1957-08-24> | email validation Success
"",Joshua,Thompson,Joshua_Thompson@wright.biz,36761,19990112,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <01/12/1999> formatted as <1999-01-12> | email validation Success
"",Kimberly,Torres,Kimberly_Torres@lee.biz,93336,19850623,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <23-06-1985> formatted as <1985-06-23> | email validation Success
"",Scott,Webb,Scott_Webb@hurst.com,732903,20170802,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2017-08-02> formatted as <2017-08-02> | email validation Success
"",Karen,Luna,Karen_Luna@miller-lopez.com,143907,19590430,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <30-04-1959> formatted as <1959-04-30> | email validation Success
"",Shane,Bradley,Shane_Bradley@pratt-roberts.info,32566207,19760510,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <05-10-1976> formatted as <1976-05-10> | email validation Failed
"",Shelly,Long,Shelly_Long@sutton.org,79230711,20100405,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <04-05-2010> formatted as <2010-04-05> | email validation Failed
"",Russell,Medina,Russell_Medina@smith-bell.info,9904399,19960508,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <05/08/1996> formatted as <1996-05-08> | email validation Failed
"",Anne,Baker,Anne_Baker@buckley-curtis.net,912489,19591003,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1959-10-03> formatted as <1959-10-03> | email validation Failed
"",Christopher,Jones,Christopher_Jones@wilson.net,99596183,20090528,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <28-05-2009> formatted as <2009-05-28> | email validation Failed
"",Kelly,Espinoza,Kelly_Espinoza@davidson.com,9252664,19530330,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <30-03-1953> formatted as <1953-03-30> | email validation Success
"",Rachel,Martinez,Rachel_Martinez@goodwin.org,1323 2735,20160202,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <02/02/2016> formatted as <2016-02-02> | email validation Failed
"",Lori,Reese,Lori_Reese@terry.info,66811,19660117,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1966-01-17> formatted as <1966-01-17> | email validation Failed
"",Austin,Roth,Austin_Roth@ramsey.com,4974327,20140219,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2014-02-19> formatted as <2014-02-19> | email validation Success
"",Timothy,Edwards,Timothy_Edwards@wheeler.net,61776,19501125,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <25-11-1950> formatted as <1950-11-25> | email validation Failed
"",Michael,Knight,Michael_Knight@blanchard.com,64146,19720711,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <07-11-1972> formatted as <1972-07-11> | email validation Success
"",Nicolas,Ray,Nicolas_Ray@lynch-richards.net,97346,20070115,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2007-01-15> formatted as <2007-01-15> | email validation Failed
"",Tracy,Butler,Tracy_Butler@allison.info,4543 5383,19570205,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <02/05/1957> formatted as <1957-02-05> | email validation Failed
"",Brian,Novak,Brian_Novak@ross.com,4886141,19950502,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <05-02-1995> formatted as <1995-05-02> | email validation Success
"",Thomas,Burton,Thomas_Burton@dunn-avery.net,14613071,19750419,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <1975-04-19> formatted as <1975-04-19> | email validation Failed
"",Mario,Humphrey,Mario_Humphrey@short.com,6814270,19500707,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1950-07-07> formatted as <1950-07-07> | email validation Success
"",Kelly,Mcdonald,Kelly_Mcdonald@carr.com,255639,20040606,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2004-06-06> formatted as <2004-06-06> | email validation Success
"",Melinda,Smith,Melinda_Smith@castro-parker.info,6609520,19971024,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1997-10-24> formatted as <1997-10-24> | email validation Failed
"",Emily,Sanchez,Emily_Sanchez@dillon-chavez.org,252231,19870306,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <03-06-1987> formatted as <1987-03-06> | email validation Failed
"",Dana,Vega,Dana_Vega@jones.info,8481824,19530817,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <17-08-1953> formatted as <1953-08-17> | email validation Failed
"",Jessica,Cortez,Jessica_Cortez@newton.biz,5671478,19621024,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1962/10/24> formatted as <1962-10-24> | email validation Success
"",Kelly,Olson,Kelly_Olson@phillips-clay.com,8275268,19650731,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1965/07/31> formatted as <1965-07-31> | email validation Success
"",Timothy,Gallegos,Timothy_Gallegos@jenkins-murphy.net,6378639,19550630,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <06/30/1955> formatted as <1955-06-30> | email validation Failed
"",Jonathan,Cummings,Jonathan_Cummings@baker-harding.org,4021585,19630303,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <03-03-1963> formatted as <1963-03-03> | email validation Failed
"",Christopher,Sullivan,Christopher_Sullivan@clayton.org,808959,20070515,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <15-05-2007> formatted as <2007-05-15> | email validation Failed
"",Michael,Nguyen,Michael_Nguyen@miller.biz,678231,19950202,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1995-02-02> formatted as <1995-02-02> | email validation Success
"",Kevin,Foster,Kevin_Foster@garcia.com,994545,19990202,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1999/02/02> formatted as <1999-02-02> | email validation Success
"",Jennifer,Preston,Jennifer_Preston@armstrong-harris.com,74641,19911012,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <10-12-1991> formatted as <1991-10-12> | email validation Success
"",Mary,Chapman,Mary_Chapman@espinoza.info,5702362,19770416,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1977-04-16> formatted as <1977-04-16> | email validation Failed
"",Marc,Collins,Marc_Collins@richardson.com,26381,19590316,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1959/03/16> formatted as <1959-03-16> | email validation Success
"",Shawn,Kennedy,Shawn_Kennedy@hanson.net,3258991,20070424,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <24-04-2007> formatted as <2007-04-24> | email validation Failed
"",Christine,Farmer,Christine_Farmer@obrien.biz,9091405,19550923,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <23-09-1955> formatted as <1955-09-23> | email validation Success
"",Pam,Martinez,Pam_Martinez@stephens.com,61196,19650204,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <02-04-1965> formatted as <1965-02-04> | email validation Success
"",Lisa,Thompson,Lisa_Thompson@howard-caldwell.com,974673,20150102,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2015/01/02> formatted as <2015-01-02> | email validation Success
"",John,Bennett,John_Bennett@leon.com,86701,20150226,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <2015-02-26> formatted as <2015-02-26> | email validation Success
"",Ronald,Dixon,Ronald_Dixon@hale-kirk.com,59611,19920507,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <05/07/1992> formatted as <1992-05-07> | email validation Success
"",Carrie,Jones,Carrie_Jones@fox.biz,9685145,19561017,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1956/10/17> formatted as <1956-10-17> | email validation Success
"",Tiffany,Carrillo,Tiffany_Carrillo@hoover-brown.org,72843351,19930516,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <1993-05-16> formatted as <1993-05-16> | email validation Failed
"",Katie,Hanna,Katie_Hanna@chavez.com,632367,19840628,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <06/28/1984> formatted as <1984-06-28> | email validation Success
"",Seth,Villanueva,Seth_Villanueva@mccoy-west.info,852117,19690502,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1969/05/02> formatted as <1969-05-02> | email validation Failed
"",Donna,Lewis,Donna_Lewis@myers-dominguez.org,86779671,19800422,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation Success | date value <1980-04-22> formatted as <1980-04-22> | email validation Failed
"",Tina,Hunter,Tina_Hunter@peterson.info,495393,19680801,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1968/08/01> formatted as <1968-08-01> | email validation Failed
"",Sheri,Beck,Sheri_Beck@lewis.info,801807,19660121,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <21-01-1966> formatted as <1966-01-21> | email validation Failed
"",Kristen,Hall,Kristen_Hall@clay.com,678123,19810602,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1981/06/02> formatted as <1981-06-02> | email validation Success
"",Zachary,Miller,Zachary_Miller@shelton.com,69166,19770308,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_1.csv,true,mobile_no validation failed | date value <1977-03-08> formatted as <1977-03-08> | email validation Success
